"sku","store","register","trannum","seq","saledate","stype","quantity","orgprice","amt","amt2","interid","mic","zero"
6767033,6903,60,2100,"000000000","2005-03-19","P",1,34.0,8.5,8.5,"258300072",777,"0"
6767033,6904,360,2300,"652408885","2005-01-07","P",1,34.0,24.99,24.99,"595200089",777,"0"
6767033,7002,100,8600,"000000000","2005-01-29","P",1,34.0,11.9,11.9,"852300167",777,"0"
6767033,7004,230,3300,"000000000","2005-02-20","P",1,34.0,8.5,8.5,"885100072",777,"0"
6767033,7007,410,2700,"000000000","2004-11-30","P",1,34.0,34.0,34.0,"296100059",777,"0"
6767033,7102,70,3300,"000000000","2005-02-24","R",1,34.0,8.5,8.5,"136100236",777,"0"
6767033,7102,70,7200,"000000000","2005-02-20","P",1,34.0,8.5,8.5,"884500072",777,"0"
6767033,7102,70,17000,"000000000","2005-02-24","P",1,34.0,5.1,5.1,"136200236",777,"0"
6767033,7103,250,7300,"000000000","2005-01-28","P",1,34.0,11.9,11.9,"764200122",777,"0"
6767033,7104,530,1000,"000000000","2005-01-11","P",1,34.0,24.99,24.99,"089200056",777,"0"
6767033,7107,320,6100,"000000000","2005-01-28","P",1,34.0,11.9,11.9,"764500122",777,"0"
6767033,7202,330,1000,"000000000","2005-02-15","P",1,34.0,8.5,8.5,"353900059",777,"0"
6767033,7202,330,5100,"979506914","2005-02-10","P",1,34.0,8.5,8.5,"211000066",777,"0"
6767033,7204,370,1900,"000000000","2005-01-08","P",1,34.0,24.99,24.99,"450500136",777,"0"
6767033,7302,560,7300,"000000000","2005-02-09","P",1,34.0,17.0,17.0,"459500058",777,"0"
6767033,7303,140,17900,"000000000","2005-02-26","P",1,34.0,4.25,4.25,"508900293",777,"0"
6767033,7307,480,500,"000000000","2004-10-25","P",1,34.0,34.0,34.0,"899400036",777,"0"
6767033,7307,480,6100,"573207152","2005-02-26","R",1,34.0,8.5,8.5,"509800293",777,"0"
6767033,7307,490,1200,"000000000","2004-10-30","R",1,34.0,34.0,34.0,"545700083",777,"0"
6767033,7307,770,900,"906605429","2005-03-14","P",1,34.0,8.5,8.5,"679500037",777,"0"
6767033,7402,100,1500,"760304117","2004-11-19","P",1,34.0,34.0,34.0,"752400064",777,"0"
6767033,7403,230,1000,"000000000","2005-02-16","P",1,34.0,8.5,8.5,"671600066",777,"0"
6767033,7404,710,1900,"000000000","2004-11-13","P",1,34.0,34.0,34.0,"916300093",777,"0"
6767033,7407,110,7200,"573207152","2005-02-17","P",1,34.0,8.5,8.5,"143000083",777,"0"
6767033,7502,370,7300,"000000000","2004-12-31","P",1,34.0,24.99,24.99,"688800103",777,"0"
6767033,7503,320,2100,"774605530","2005-01-17","P",1,34.0,24.99,24.99,"699700098",777,"0"
6767033,7507,550,4700,"792108159","2005-02-24","P",1,34.0,4.25,4.25,"137000236",777,"0"
6767033,7602,230,2300,"323508925","2005-01-20","P",1,34.0,17.0,17.0,"186900051",777,"0"
6767033,7603,130,7700,"692908334","2005-02-23","P",1,34.0,4.25,4.25,"148800233",777,"0"
6767033,7702,250,3200,"071806729","2005-02-05","P",1,34.0,8.5,8.5,"130400146",777,"0"
6767033,7703,210,5800,"792105905","2005-02-17","P",1,34.0,8.5,8.5,"142900083",777,"0"
6767033,7704,700,3200,"977405781","2004-10-29","P",1,34.0,34.0,34.0,"143000057",777,"0"
6767033,7804,140,300,"847405780","2004-11-10","R",1,34.0,34.0,34.0,"098500058",777,"0"
6767033,7804,140,400,"847405780","2004-11-10","P",1,34.0,34.0,34.0,"098600058",777,"0"
6767033,7804,140,2200,"847405780","2004-10-27","P",1,34.0,34.0,34.0,"351800040",777,"0"
6767033,7902,550,2900,"989008851","2004-11-28","P",1,34.0,34.0,34.0,"972000063",777,"0"
6767033,7907,260,10100,"000000000","2005-02-24","P",1,34.0,8.5,8.5,"137100236",777,"0"
6767033,8002,240,6700,"000000000","2005-01-29","P",1,34.0,11.9,11.9,"852700167",777,"0"
6767033,8004,50,5000,"000000000","2005-01-29","P",1,34.0,11.9,11.9,"853200167",777,"0"
6767033,8007,220,1500,"431809068","2005-02-17","P",1,34.0,8.5,8.5,"143100083",777,"0"
6767033,8102,110,8600,"530707253","2005-02-23","P",1,34.0,5.1,5.1,"148600233",777,"0"
6767033,8109,740,4200,"000000000","2005-02-23","P",1,34.0,4.25,4.25,"149700233",777,"0"
6767033,8202,560,4300,"000000000","2005-01-20","P",1,34.0,17.0,17.0,"186700051",777,"0"
6767033,8204,680,1600,"000000000","2005-02-03","R",1,34.0,11.9,11.9,"168900065",777,"0"
6767033,8204,680,3400,"839308341","2005-02-18","P",1,34.0,8.5,8.5,"981600103",777,"0"
6767033,8204,680,4800,"060600685","2004-11-09","P",1,34.0,34.0,34.0,"909100057",777,"0"
6767033,8209,110,14800,"000000000","2005-02-25","P",1,34.0,4.25,4.25,"128600243",777,"0"
6767033,8302,130,3800,"000000000","2005-01-28","P",1,34.0,11.9,11.9,"764100122",777,"0"
6767033,8309,370,6400,"000000000","2005-02-21","P",1,34.0,8.5,8.5,"341100094",777,"0"
6767033,8402,760,1200,"027707739","2005-01-03","P",1,34.0,24.99,24.99,"826600082",777,"0"
6767033,8402,760,3200,"000000000","2005-01-26","P",1,34.0,11.9,11.9,"391200119",777,"0"
6767033,8402,760,7400,"774706466","2004-12-04","P",1,34.0,34.0,34.0,"704900149",777,"0"
6767033,8402,840,4100,"774706466","2004-12-08","R",1,34.0,34.0,34.0,"208000097",777,"0"
6767033,8403,160,7900,"970402706","2005-02-04","P",1,34.0,8.5,8.5,"329800089",777,"0"
6767033,8404,490,13900,"000000000","2005-01-29","P",1,34.0,11.9,11.9,"853100167",777,"0"
6767033,8407,210,3400,"526308313","2004-11-22","P",1,34.0,34.0,34.0,"519800052",777,"0"
6767033,8409,500,700,"000000000","2004-11-23","P",1,34.0,34.0,34.0,"513700056",777,"0"
6767033,8503,70,3300,"000000000","2005-02-26","P",1,34.0,4.25,4.25,"509200293",777,"0"
6767033,8504,200,3500,"898800670","2005-02-19","P",1,34.0,8.5,8.5,"589300152",777,"0"
6767033,8504,200,3700,"422108908","2004-11-13","P",1,34.0,34.0,34.0,"916200093",777,"0"
6767033,8507,70,700,"000000000","2005-01-20","P",1,34.0,17.0,17.0,"187000051",777,"0"
6767033,8602,420,2200,"774108592","2004-11-01","P",1,34.0,34.0,34.0,"699900034",777,"0"
6767033,8603,190,4100,"000000000","2005-02-21","R",1,34.0,8.5,8.5,"340900094",777,"0"
6767033,8603,200,1200,"912205892","2005-02-25","P",1,34.0,4.25,4.25,"128000243",777,"0"
6767033,8603,350,300,"000000000","2005-02-20","P",1,34.0,8.5,8.5,"884800072",777,"0"
6767033,8607,70,7100,"000000000","2005-02-23","P",1,34.0,4.25,4.25,"149400233",777,"0"
6767033,8607,70,7100,"000000000","2005-02-23","P",1,34.0,4.25,4.25,"149500233",777,"0"
6767033,8609,30,3300,"182805733","2005-01-26","P",1,34.0,11.9,11.9,"391600119",777,"0"
6767033,8702,770,3100,"155800523","2005-01-27","P",1,34.0,11.9,11.9,"115600109",777,"0"
6767033,8703,180,600,"000000000","2005-03-19","P",1,34.0,8.5,8.5,"258400072",777,"0"
6767033,8703,180,11300,"912205892","2005-02-25","R",1,34.0,4.25,4.25,"127800243",777,"0"
6767033,8703,190,3100,"000000000","2004-10-31","P",1,34.0,34.0,34.0,"958300038",777,"0"
6767033,8703,190,4300,"777007635","2005-03-13","P",1,34.0,8.5,8.5,"602800040",777,"0"
6767033,8707,210,6000,"618505686","2005-01-14","P",1,34.0,17.0,17.0,"054000083",777,"0"
6767033,8709,300,900,"000000000","2005-01-17","P",1,34.0,17.0,17.0,"700100098",777,"0"
6767033,8802,250,5200,"784502466","2005-01-13","P",1,34.0,17.0,17.0,"866000064",777,"0"
6767033,8803,550,3200,"000000000","2005-02-24","P",1,34.0,4.25,4.25,"136600236",777,"0"
6767033,8902,460,3700,"574905585","2005-01-15","P",1,34.0,17.0,17.0,"022400123",777,"0"
6767033,9002,370,900,"000000000","2005-02-12","P",1,34.0,8.5,8.5,"297400134",777,"0"
6767033,9103,361,1200,"000000000","2004-12-13","P",1,34.0,34.0,34.0,"086000101",777,"0"
6767033,9103,371,6300,"000000000","2004-11-13","P",1,34.0,34.0,34.0,"916100093",777,"0"
6767033,9104,230,800,"871107299","2005-01-02","P",1,34.0,24.99,24.99,"348200080",777,"0"
6767033,9202,210,300,"000000000","2005-01-30","P",1,34.0,11.9,11.9,"415000090",777,"0"
6767033,9209,170,1000,"747203343","2005-02-23","P",1,34.0,4.25,4.25,"149600233",777,"0"
6767033,9302,290,14600,"000000000","2005-01-15","P",1,34.0,17.0,17.0,"022300123",777,"0"
6767033,9303,500,11400,"618909295","2005-02-24","P",1,34.0,7.49,7.49,"136900236",777,"0"
6767033,9304,720,3300,"000000000","2005-02-11","P",1,34.0,17.0,17.0,"671300086",777,"0"
6767033,9309,100,4900,"000000000","2004-11-20","P",1,34.0,34.0,34.0,"070000097",777,"0"
6767033,9402,240,1200,"004006856","2005-01-06","P",1,34.0,24.99,24.99,"513700079",777,"0"
6767033,9404,820,1300,"000000000","2004-10-30","P",1,34.0,34.0,34.0,"545600083",777,"0"
6767033,9409,80,1900,"000000000","2005-02-16","P",1,34.0,8.5,8.5,"671900066",777,"0"
6767033,9503,500,6300,"000000000","2005-02-24","P",1,34.0,4.25,4.25,"136800236",777,"0"
6767033,9504,140,10700,"000000000","2005-01-15","P",1,34.0,17.0,17.0,"022700123",777,"0"
6767033,9603,600,1800,"573908898","2005-01-27","P",1,34.0,11.9,11.9,"115800109",777,"0"
6767033,9604,60,7100,"990408955","2005-01-01","P",1,34.0,24.99,24.99,"616200202",777,"0"
6767033,9609,100,1300,"000000000","2005-01-01","P",1,34.0,24.99,24.99,"616500202",777,"0"
6767033,9709,340,6200,"404508331","2005-02-26","P",1,34.0,4.25,4.25,"510000293",777,"0"
6767033,9804,230,1700,"000000000","2005-01-28","P",1,34.0,11.9,11.9,"764300122",777,"0"
6767033,9909,260,800,"000000000","2005-01-16","P",1,34.0,17.0,17.0,"336700071",777,"0"
6767036,102,240,300,"000000000","2004-12-17","P",1,42.0,19.99,19.99,"016200140",511,"0"
6767036,202,120,3200,"000000000","2004-12-08","P",1,42.0,19.99,19.99,"235100097",511,"0"
6767036,209,50,900,"000000000","2004-12-03","P",1,39.0,29.99,29.99,"987800100",511,"0"
6767036,209,180,6600,"397101208","2005-02-19","P",1,39.0,9.75,9.75,"705500152",511,"0"
6767036,209,320,3700,"000000000","2004-12-09","R",1,39.0,29.99,29.99,"354500093",511,"0"
6767036,302,90,1900,"000000000","2004-12-30","P",1,42.0,24.99,24.99,"786500102",511,"0"
6767036,402,160,9900,"000000000","2004-12-11","P",1,42.0,19.99,19.99,"652100170",511,"0"
6767036,502,230,300,"000000000","2004-12-14","P",1,42.0,19.99,19.99,"832600106",511,"0"
6767036,709,850,6900,"000000000","2005-02-20","P",1,39.0,9.75,9.75,"941500072",511,"0"
6767036,709,910,1300,"000000000","2005-02-15","P",1,39.0,9.75,9.75,"407300059",511,"0"
6767036,802,530,2300,"000000000","2004-11-14","P",1,42.0,24.99,24.99,"316000050",511,"0"
6767036,809,80,3600,"350304540","2004-12-20","P",1,39.0,29.99,29.99,"279300160",511,"0"
6767036,902,300,500,"000000000","2004-12-15","P",1,42.0,19.99,19.99,"899600124",511,"0"
6767036,909,140,1100,"000000000","2004-10-23","P",1,39.0,39.0,39.0,"584200083",511,"0"
6767036,909,140,1100,"000000000","2004-10-28","R",1,39.0,39.0,39.0,"713600041",511,"0"
6767036,909,140,1200,"000000000","2004-10-28","P",1,39.0,39.0,39.0,"713500041",511,"0"
6767036,1002,340,2800,"000000000","2004-11-24","P",1,42.0,24.99,24.99,"939500070",511,"0"
6767036,1009,350,600,"000000000","2005-02-26","P",1,39.0,6.82,6.82,"757900293",511,"0"
6767036,1102,110,8900,"000000000","2004-12-04","P",1,42.0,24.99,24.99,"740200149",511,"0"
6767036,1109,500,1300,"000000000","2005-02-19","P",1,39.0,9.75,9.75,"705600152",511,"0"
6767036,1202,560,700,"000000000","2004-10-31","P",1,42.0,28.14,28.14,"968700038",511,"0"
6767036,1302,460,1100,"020508703","2004-10-30","P",1,42.0,28.14,28.14,"566100083",511,"0"
6767036,1402,380,2600,"000000000","2005-01-10","P",1,42.0,9.99,9.99,"652900056",511,"0"
6767036,1502,380,6400,"209507988","2004-12-30","P",1,42.0,19.99,19.99,"786600102",511,"0"
6767036,1509,760,800,"000000000","2005-02-17","P",1,39.0,9.75,9.75,"212200083",511,"0"
6767036,1602,190,2800,"000000000","2004-12-19","P",1,42.0,24.99,24.99,"054000125",511,"0"
6767036,1702,150,3900,"381101780","2004-12-08","P",1,42.0,19.99,19.99,"235200097",511,"0"
6767036,1709,140,3400,"000000000","2004-12-05","P",1,39.0,29.99,29.99,"352700128",511,"0"
6767036,1709,150,2000,"000000000","2005-02-23","P",1,39.0,6.82,6.82,"305300233",511,"0"
6767036,1709,240,500,"000000000","2005-02-18","R",1,39.0,9.75,9.75,"064000104",511,"0"
6767036,1909,330,3300,"000000000","2004-12-03","P",1,39.0,23.99,23.99,"987700100",511,"0"
6767036,2009,110,1700,"000000000","2005-01-29","P",1,39.0,13.99,13.99,"966900167",511,"0"
6767036,2102,580,9100,"976009046","2005-01-27","P",1,42.0,6.99,6.99,"185100109",511,"0"
6767036,2102,580,9100,"976009046","2005-01-27","P",1,42.0,6.99,6.99,"185200109",511,"0"
6767036,2109,540,6000,"434504834","2005-02-17","P",1,39.0,9.75,9.75,"212100083",511,"0"
6767036,2202,80,4000,"857704242","2005-01-03","P",1,42.0,9.99,9.99,"853600082",511,"0"
6767036,2209,30,10300,"000000000","2005-02-26","P",1,39.0,9.99,9.99,"757800293",511,"0"
6767036,2402,200,1700,"000000000","2005-01-12","P",1,42.0,9.99,9.99,"884400056",511,"0"
6767036,2409,460,1600,"000000000","2005-02-12","P",1,39.0,19.99,19.99,"395700134",511,"0"
6767036,2502,200,900,"000000000","2004-11-06","P",1,42.0,24.99,24.99,"339500091",511,"0"
6767036,2509,250,2000,"000000000","2005-02-03","P",1,39.0,19.99,19.99,"220600065",511,"0"
6767036,2509,250,2200,"000000000","2005-02-18","P",1,39.0,19.99,19.99,"063900104",511,"0"
6767036,2509,290,900,"000000000","2005-02-09","R",1,39.0,19.99,19.99,"507700058",511,"0"
6767036,2702,190,2800,"415408890","2005-01-05","P",1,42.0,9.99,9.99,"850000068",511,"0"
6767036,3102,140,1900,"946109141","2005-01-22","P",1,42.0,9.99,9.99,"586900092",511,"0"
6767036,3202,70,1900,"576507031","2005-02-23","P",1,42.0,6.99,6.99,"305100233",511,"0"
6767036,3202,130,5400,"000000000","2004-12-16","R",1,42.0,19.99,19.99,"466700130",511,"0"
6767036,3202,130,5500,"000000000","2004-12-13","P",1,42.0,19.99,19.99,"110700101",511,"0"
6767036,3302,660,7100,"000000000","2005-02-23","P",1,42.0,6.99,6.99,"305200233",511,"0"
6767036,3402,120,2100,"000000000","2005-01-15","P",1,42.0,8.5,8.5,"097700123",511,"0"
6767036,3502,471,3100,"602708397","2005-01-04","P",1,42.0,9.99,9.99,"412400072",511,"0"
6767036,3602,300,5000,"000000000","2004-12-15","P",1,42.0,19.99,19.99,"899800124",511,"0"
6767036,3702,900,5100,"000000000","2004-12-22","P",1,42.0,19.99,19.99,"148400157",511,"0"
6767036,3802,40,1800,"693508041","2004-12-23","P",1,42.0,19.99,19.99,"863000184",511,"0"
6767036,3902,280,1000,"000000000","2005-01-04","P",1,42.0,9.99,9.99,"412500072",511,"0"
6767036,4102,90,300,"000000000","2005-08-15","R",1,42.0,9.99,9.99,"014200025",511,"0"
6767036,4102,90,1700,"000000000","2005-02-01","P",1,42.0,9.99,9.99,"095300052",511,"0"
6767036,4102,90,2400,"000000000","2005-08-25","P",1,42.0,6.99,6.99,"477400038",511,"0"
6767036,4102,110,1600,"000000000","2005-01-18","P",1,42.0,9.99,9.99,"950000048",511,"0"
6767036,4102,110,3200,"000000000","2005-03-24","P",1,42.0,9.99,9.99,"478100037",511,"0"
6767036,4102,290,4400,"000000000","2005-02-06","R",1,42.0,9.99,9.99,"828500057",511,"0"
6767036,4102,510,400,"000000000","2005-03-13","R",1,42.0,9.99,9.99,"651100040",511,"0"
6767036,4102,680,4300,"000000000","2005-03-12","P",1,42.0,9.99,9.99,"817900098",511,"0"
6767036,4202,181,900,"000000000","2004-12-26","P",1,42.0,19.99,19.99,"692700226",511,"0"
6767036,4302,380,2200,"000000000","2004-12-31","P",1,42.0,19.99,19.99,"738700103",511,"0"
6767036,4502,110,4400,"000000000","2005-01-07","P",1,42.0,9.99,9.99,"626800089",511,"0"
6767036,4702,80,2500,"000000000","2004-11-20","P",1,42.0,24.99,24.99,"096100097",511,"0"
6767036,4802,100,7800,"638209060","2004-12-28","P",1,42.0,19.99,19.99,"142300109",511,"0"
6767036,4902,180,3100,"139002393","2004-12-29","P",1,42.0,19.99,19.99,"913800097",511,"0"
6767036,5002,480,4100,"219207566","2005-01-03","P",1,42.0,19.99,19.99,"853500082",511,"0"
6767036,5102,10,1900,"000000000","2005-01-24","R",1,42.0,9.99,9.99,"531500042",511,"0"
6767036,5102,90,8000,"000000000","2005-01-22","P",1,42.0,9.99,9.99,"587100092",511,"0"
6767036,5102,490,6200,"616904480","2005-01-28","P",1,42.0,6.99,6.99,"845100122",511,"0"
6767036,5202,110,3600,"539109200","2005-01-04","R",1,42.0,24.99,24.99,"412200072",511,"0"
6767036,5202,120,5300,"000000000","2004-12-05","P",1,42.0,24.99,24.99,"352600128",511,"0"
6767036,5302,610,900,"567509200","2005-01-04","P",1,42.0,9.99,9.99,"412300072",511,"0"
6767036,5402,560,500,"000000000","2004-12-31","P",1,42.0,19.99,19.99,"738600103",511,"0"
6767036,5502,160,1400,"000000000","2004-12-15","P",1,42.0,19.99,19.99,"899900124",511,"0"
6767036,5602,270,1000,"000000000","2004-12-23","P",1,42.0,19.99,19.99,"862900184",511,"0"
6767036,6202,120,2100,"000000000","2005-01-30","P",1,42.0,6.99,6.99,"475800090",511,"0"
6767036,6302,30,2600,"976908033","2005-02-13","P",1,42.0,9.99,9.99,"176300067",511,"0"
6767036,6302,30,2600,"976908033","2005-02-13","P",1,42.0,9.99,9.99,"176400067",511,"0"
6767036,6902,230,2100,"201105334","2004-12-15","P",1,42.0,19.99,19.99,"899700124",511,"0"
6767036,6902,230,3100,"000000000","2005-02-15","P",1,42.0,9.99,9.99,"407200059",511,"0"
6767036,7002,200,400,"000000000","2005-02-07","P",1,42.0,9.99,9.99,"961700052",511,"0"
